Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
59,,151,72,,81,,136,15933,5.55,Low,5.8,1.9,2605,56,38.4,28.5
25,,151,107,,88,,104,1449,14.43,High,9.3,1.9,3595,82,38.4,28.5
48,,170,104,,39,,113,17728,7.21,Low,6.8,1.9,2166,80,38.4,28.5
52,,155,103,,83,,119,6422,4.54,High,9,1.9,3741,70,38.4,28.5
46,,169,91,,114,,132,17018,12.56,Medium,7.3,1.9,3801,74,38.4,28.5
44,,176,81,,49,,104,4536,9.97,Medium,9.4,1.9,2287,68,38.4,28.5
48,,160,67,,64,,134,15503,1.1,Medium,7,1.9,3390,79,38.4,28.5
44,,151,81,,101,,151,13663,9.21,High,7.4,1.9,3444,51,38.4,28.5
56,,152,85,,37,,163,14984,6.74,High,7,1.9,2405,65,38.4,28.5
36,,166,69,,23,,162,8465,9.47,High,4.6,1.9,3065,79,38.4,28.5
34,,155,102,,15,,120,13179,7.82,Low,9.4,1.9,2988,51,38.4,28.5
37,,182,80,,103,,102,16191,14.13,Low,8.8,1.9,3403,59,38.4,28.5
55,,191,92,,79,,161,11465,12.93,Low,9.3,1.9,2267,55,38.4,28.5
18,,153,91,,10,,103,14487,1.86,Medium,8.1,1.9,1652,61,38.4,28.5
57,,183,88,,99,,84,12768,3.68,Low,7.5,1.9,1804,71,38.4,28.5
46,,156,62,,83,,128,19818,3.84,High,7.6,1.9,2794,64,38.4,28.5
19,,192,58,,63,,133,14164,3.47,Medium,9.4,1.9,3365,60,38.4,28.5
37,,168,112,,91,,113,8677,10.72,Medium,9.2,1.9,1755,60,38.4,28.5
49,,150,114,,71,,135,14710,3,High,4.4,1.9,1856,87,38.4,28.5
40,,154,105,,77,,141,14377,0.82,High,7.7,1.9,2514,78,38.4,28.5
40,,183,74,,66,,131,3322,11.45,High,5.3,1.9,2319,62,38.4,28.5
52,,175,67,,75,,168,6635,11.03,Medium,8.4,1.9,3113,57,38.4,28.5
21,,161,94,,105,,80,19779,9.15,Medium,4.5,1.9,3518,52,38.4,28.5
52,,182,110,,25,,123,5935,8.05,High,5.8,1.9,1604,63,38.4,28.5
56,,178,78,,49,,83,16995,13.73,High,6.3,1.9,2925,62,38.4,28.5
24,,184,63,,90,,112,11470,3.33,High,6.5,1.9,1865,59,38.4,28.5
42,,153,118,,94,,101,15122,5.89,Low,9.3,1.9,1815,54,38.4,28.5
42,,161,79,,81,,177,12840,10.99,High,6.4,1.9,2251,54,38.4,28.5
39,,187,100,,81,,124,6743,8.16,Low,7.6,1.9,3528,76,38.4,28.5
42,,185,52,,64,,92,3681,8.59,Medium,6.3,1.9,3060,68,38.4,28.5
29,,196,78,,93,,138,9206,9.42,Medium,9.6,1.9,2952,58,38.4,28.5
53,,161,88,,35,,107,3987,8.22,Low,8.8,1.9,3527,89,38.4,28.5
30,,152,56,,33,,171,2813,8.12,Low,5.2,1.9,3950,85,38.4,28.5
21,,176,65,,17,,84,2570,12.76,Low,7.7,1.9,2971,68,38.4,28.5
54,,196,70,,54,,158,8769,9.33,Medium,9.4,1.9,3687,81,38.4,28.5
31,,150,55,,44,,97,13146,9.46,Low,4,1.9,2735,58,38.4,28.5
42,,186,68,,119,,111,18960,12.07,High,8.6,1.9,2510,79,38.4,28.5
49,,178,98,,86,,100,7207,2.7,Medium,4.1,1.9,2853,82,38.4,28.5
34,,164,101,,67,,132,16813,7.02,Medium,4.5,1.9,2924,77,38.4,28.5
27,,172,95,,41,,90,4441,5.32,Low,6.3,1.9,3624,87,38.4,28.5
19,,160,69,,39,,116,4221,2.06,Low,5.2,1.9,2859,67,38.4,28.5
22,,182,108,,34,,139,19377,10.86,Low,7.1,1.9,3548,62,38.4,28.5
57,,171,97,,63,,93,18892,9.48,Medium,5.5,1.9,2470,53,38.4,28.5
45,,153,116,,49,,105,5068,9.6,High,6.2,1.9,1731,59,38.4,28.5
31,,184,51,,87,,109,15347,12.71,Low,4.3,1.9,1825,77,38.4,28.5
53,,188,77,,55,,97,17414,13.12,Low,6.1,1.9,2221,70,38.4,28.5
34,,158,79,,31,,173,10369,2.84,High,8,1.9,3717,61,38.4,28.5
31,,178,93,,76,,82,17387,5.07,Medium,8.7,1.9,2366,71,38.4,28.5
28,,151,58,,71,,81,14479,2.87,Low,9.5,1.9,2682,74,38.4,28.5
18,,158,97,,112,,98,3501,9.66,Low,8.7,1.9,2468,82,38.4,28.5
49,,178,52,,47,,98,9102,13.29,Low,4.6,1.9,3203,65,38.4,28.5
20,,192,83,,99,,107,13766,13.76,Low,7.1,1.9,2859,87,38.4,28.5
46,,198,71,,25,,158,17354,8.95,Low,6.8,1.9,2178,88,38.4,28.5
47,,194,95,,19,,137,17011,8.8,High,5.5,1.9,1887,51,38.4,28.5
27,,185,82,,64,,93,11225,8.78,Low,9.2,1.9,1565,50,38.4,28.5
48,,184,84,,52,,147,1038,9.49,Low,5.8,1.9,3342,63,38.4,28.5
26,,189,119,,71,,90,2225,5.2,Low,6.2,1.9,2226,63,38.4,28.5
18,,173,71,,55,,164,13844,4.44,High,6.6,1.9,2232,68,38.4,28.5
44,,182,111,,74,,114,6579,1.21,Low,6,1.9,2184,70,38.4,28.5
34,,193,70,,63,,167,8656,14.52,Medium,6.2,1.9,1660,67,38.4,28.5
33,,180,84,,19,,139,16144,14.1,Low,4.9,1.9,2702,72,38.4,28.5
59,,172,56,,15,,84,10883,13.12,High,8.6,1.9,2387,53,38.4,28.5
30,,199,62,,18,,104,7395,2.02,Medium,8.7,1.9,1602,69,38.4,28.5
46,,153,109,,114,,137,7897,4.29,Low,8.9,1.9,1724,58,38.4,28.5
29,,172,72,,83,,149,14062,7.39,Medium,7.4,1.9,3754,65,38.4,28.5
56,,182,108,,44,,155,15272,11.52,Low,8.1,1.9,3328,77,38.4,28.5
53,,170,59,,108,,165,6245,6.24,Medium,8,1.9,1517,82,38.4,28.5
44,,162,88,,70,,174,18175,8.54,Medium,6.5,1.9,2293,68,38.4,28.5
22,,166,119,,103,,89,3772,12.53,High,4.7,1.9,1931,86,38.4,28.5
58,,170,116,,69,,98,9950,2.67,Medium,9.4,1.9,2337,73,38.4,28.5
41,,156,108,,16,,106,2465,5.97,Medium,5.3,1.9,3031,73,38.4,28.5
36,,170,109,,91,,153,10346,1.5,High,7.5,1.9,1782,71,38.4,28.5
53,,163,90,,51,,124,7462,6.18,Medium,7.3,1.9,2572,52,38.4,28.5
56,,171,100,,50,,135,10412,6.18,High,8.7,1.9,2283,80,38.4,28.5
43,,150,91,,107,,87,11947,0.7,Low,5.3,1.9,2877,51,38.4,28.5
42,,180,78,,70,,168,7290,13.22,Low,4.5,1.9,3799,65,38.4,28.5
42,,179,62,,29,,105,8827,4.21,Low,4.8,1.9,3888,61,38.4,28.5
42,,199,61,,103,,124,7365,0.64,High,9.7,1.9,1560,53,38.4,28.5
18,,178,60,,28,,128,11104,6.9,Medium,8.5,1.9,3734,60,38.4,28.5
47,,176,111,,90,,121,2268,11.17,Medium,9.4,1.9,2799,54,38.4,28.5
43,,163,101,,88,,133,7704,10.48,Low,9.7,1.9,3761,64,38.4,28.5
30,,172,98,,119,,107,2943,2.43,High,4.6,1.9,2636,62,38.4,28.5
50,,193,107,,69,,149,5837,10.86,Medium,5.9,1.9,2007,66,38.4,28.5
48,,192,73,,80,,123,15685,12.87,Low,5,1.9,3339,73,38.4,28.5
58,,161,97,,119,,89,12929,5.28,Medium,7.2,1.9,2734,83,38.4,28.5
56,,171,82,,100,,126,4344,2.22,High,6.4,1.9,2879,59,38.4,28.5
47,,167,106,,31,,99,15242,3.95,High,5.7,1.9,3269,66,38.4,28.5
43,,154,74,,105,,80,10265,5.5,Medium,7.2,1.9,1671,75,38.4,28.5
25,,185,95,,86,,178,8354,14.99,Medium,5.3,1.9,3946,82,38.4,28.5
59,,175,109,,117,,145,11225,6.96,High,5,1.9,3670,86,38.4,28.5
47,,191,89,,111,,125,16441,13.69,Low,4.5,1.9,1599,81,38.4,28.5
33,,177,118,,20,,96,13513,14.33,Low,5.4,1.9,2505,61,38.4,28.5
45,,188,71,,54,,178,11048,7.35,Low,6.5,1.9,3332,59,38.4,28.5
42,,179,100,,26,,106,15436,12.2,High,4.4,1.9,3261,63,38.4,28.5
25,,167,63,,21,,148,7226,9.92,Medium,5.8,1.9,3509,52,38.4,28.5
46,,173,119,,45,,92,2723,6.86,Low,6,1.9,2771,79,38.4,28.5
26,,163,109,,20,,89,1044,2.36,Low,5.4,1.9,2405,76,38.4,28.5
50,,171,90,,47,,91,18918,4.15,Medium,8,1.9,3377,63,38.4,28.5
23,,167,84,,46,,161,15245,3.57,High,9.1,1.9,2471,70,38.4,28.5
42,,172,99,,69,,114,10562,12.32,High,7,1.9,2842,70,38.4,28.5
18,,191,80,,75,,153,13925,3.39,Medium,9.9,1.9,1693,82,38.4,28.5
58,,185,58,,46,,174,2268,7.11,Medium,4.3,1.9,2763,82,38.4,28.5
33,,164,109,,118,,151,17060,7.34,High,9.1,1.9,3449,75,38.4,28.5
21,,175,112,,38,,125,10947,12.85,Low,8.9,1.9,3190,61,38.4,28.5
39,,197,62,,35,,140,13314,12.4,High,6.6,1.9,1734,70,38.4,28.5
25,,194,54,,42,,142,18079,6.47,Medium,8.7,1.9,2378,61,38.4,28.5
40,,158,90,,28,,155,9123,2.28,Low,5.8,1.9,1816,63,38.4,28.5
40,,172,74,,50,,163,12239,13.68,Medium,7.3,1.9,2692,63,38.4,28.5
47,,192,67,,25,,166,5183,10.58,High,7.9,1.9,3806,72,38.4,28.5
53,,155,108,,95,,169,17849,12.55,High,6.3,1.9,2369,66,38.4,28.5
19,,192,57,,117,,97,14766,3.1,Low,6.2,1.9,2065,68,38.4,28.5
29,,157,113,,17,,145,6329,0.98,High,9.9,1.9,3637,60,38.4,28.5
28,,181,101,,61,,121,19490,14.16,Medium,4.6,1.9,2883,76,38.4,28.5
50,,183,103,,25,,87,17605,6.81,Low,9.9,1.9,1730,86,38.4,28.5
28,,188,52,,114,,169,6871,6.9,Medium,9.6,1.9,3391,55,38.4,28.5
46,,180,89,,115,,146,12640,3.69,Medium,6.3,1.9,2922,82,38.4,28.5
19,,191,69,,17,,106,18143,13.79,Medium,9.3,1.9,2628,65,38.4,28.5
20,,161,68,,98,,152,5258,12.25,Low,5.7,1.9,3736,68,38.4,28.5
29,,167,63,,48,,134,17032,4.35,Medium,6.1,1.9,3831,54,38.4,28.5
22,,189,87,,20,,101,17399,10.03,High,8.5,1.9,2056,66,38.4,28.5
24,,156,81,,81,,138,9605,7.93,High,8.2,1.9,3976,50,38.4,28.5
31,,183,108,,99,,88,8906,12.7,Low,4.3,1.9,3118,78,38.4,28.5
27,,194,114,,37,,129,10679,11.28,Low,9.8,1.9,3533,89,38.4,28.5
22,,173,101,,116,,166,12140,12.71,Low,8.5,1.9,2795,72,38.4,28.5
25,,184,74,,38,,136,2293,11.15,Low,7,1.9,2907,62,38.4,28.5
47,,156,63,,101,,141,5979,7.87,Low,8.7,1.9,1944,55,38.4,28.5
32,,180,102,,40,,128,13064,14.67,High,5.3,1.9,1765,71,38.4,28.5
41,,191,97,,110,,141,14237,8.07,High,6.8,1.9,3122,76,38.4,28.5
55,,172,82,,109,,101,2335,2.96,Medium,5.9,1.9,1517,55,38.4,28.5
43,,170,87,,21,,125,2065,5.4,Medium,4.7,1.9,3257,74,38.4,28.5
18,,180,80,,94,,122,10729,1,Medium,7.9,1.9,2203,87,38.4,28.5
39,,160,93,,44,,176,12017,14.59,High,6,1.9,2886,84,38.4,28.5
45,,190,53,,99,,159,2116,1.66,Medium,4.2,1.9,2054,54,38.4,28.5
37,,151,114,,88,,175,19135,4.48,High,7.8,1.9,3610,64,38.4,28.5
20,,166,81,,58,,97,16717,9.62,Low,7.9,1.9,3894,76,38.4,28.5
50,,154,64,,109,,127,17426,2.96,High,6.1,1.9,1879,74,38.4,28.5
40,,181,62,,112,,152,18839,7.69,High,8.8,1.9,2693,83,38.4,28.5
34,,172,70,,15,,119,19744,11.32,High,5,1.9,3738,88,38.4,28.5
19,,152,86,,72,,121,14180,13.88,High,9.1,1.9,2889,85,38.4,28.5
36,,178,86,,27,,142,11034,0.56,Medium,5.5,1.9,3168,55,38.4,28.5
45,,173,62,,70,,144,7935,6.26,Medium,6.6,1.9,3933,58,38.4,28.5
44,,168,70,,77,,113,12417,8.61,High,5.2,1.9,2780,71,38.4,28.5
20,,196,83,,112,,155,18467,3.12,Medium,4.6,1.9,2280,59,38.4,28.5
31,,170,76,,55,,94,4289,3.01,Medium,8.1,1.9,3277,84,38.4,28.5
40,,181,85,,30,,93,18290,5.45,Low,5.5,1.9,3101,83,38.4,28.5
35,,194,67,,116,,166,16025,13.1,Low,7.4,1.9,3677,82,38.4,28.5
36,,176,116,,10,,161,9860,14.3,Medium,9.4,1.9,3438,55,38.4,28.5
49,,171,108,,89,,108,1736,8.08,Low,9.8,1.9,3105,72,38.4,28.5
29,,181,75,,57,,165,5032,13.25,High,8.6,1.9,3830,59,38.4,28.5
43,,184,99,,76,,97,7084,10.47,Medium,6.7,1.9,2777,69,38.4,28.5
30,,153,99,,19,,161,18972,4.74,Low,10,1.9,1658,65,38.4,28.5
19,,153,93,,35,,101,1927,0.95,High,5.7,1.9,1639,74,38.4,28.5
37,,189,57,,97,,145,18238,4.01,High,4.1,1.9,3409,68,38.4,28.5
50,,193,93,,90,,153,4260,6.96,Low,6.1,1.9,2535,86,38.4,28.5
33,,153,86,,68,,139,17648,9.32,Medium,7.4,1.9,3213,77,38.4,28.5
19,,155,81,,71,,153,4722,8.57,Medium,7.1,1.9,2245,78,38.4,28.5
39,,174,100,,116,,141,14974,13.74,Low,6.2,1.9,3468,77,38.4,28.5
29,,192,118,,34,,176,11680,3.03,Medium,5.6,1.9,1929,68,38.4,28.5
30,,197,110,,44,,155,15578,6.97,High,5.7,1.9,2352,56,38.4,28.5
53,,180,91,,84,,177,8194,9.9,Low,5.4,1.9,3799,82,38.4,28.5
24,,174,73,,11,,110,10776,1.67,High,5.2,1.9,2151,82,38.4,28.5
41,,169,96,,101,,156,2753,5.67,High,8.5,1.9,3522,68,38.4,28.5
57,,184,71,,22,,107,11891,10.53,High,9.7,1.9,2963,86,38.4,28.5
20,,193,110,,38,,125,2310,8.97,High,9.6,1.9,2130,52,38.4,28.5
21,,197,59,,73,,127,17614,12.46,High,5.6,1.9,3510,59,38.4,28.5
57,,188,108,,32,,176,16382,2.44,Low,4.5,1.9,3934,60,38.4,28.5
57,,188,54,,74,,121,7912,9.43,Low,8.6,1.9,3166,59,38.4,28.5
20,,162,63,,111,,160,11653,11.07,Low,9.7,1.9,3171,70,38.4,28.5
47,,162,102,,20,,164,5701,9.54,High,9.8,1.9,3607,65,38.4,28.5
42,,153,64,,81,,96,18327,8.45,High,4.1,1.9,2659,66,38.4,28.5
38,,173,118,,94,,100,7394,10.34,Low,8.5,1.9,2106,54,38.4,28.5
35,,198,76,,85,,177,4937,2.02,High,5.3,1.9,2620,86,38.4,28.5
55,,192,107,,26,,91,14375,7.55,Medium,6.8,1.9,3741,69,38.4,28.5
34,,184,69,,44,,84,5935,11.52,High,4.9,1.9,3910,55,38.4,28.5
23,,194,93,,68,,98,14790,11.54,High,5.2,1.9,2439,52,38.4,28.5
35,,165,114,,95,,121,6151,12.31,Medium,8.2,1.9,2954,71,38.4,28.5
54,,151,110,,55,,101,10793,2.23,High,6.9,1.9,3709,50,38.4,28.5
32,,174,54,,74,,150,18553,14.52,Low,8.9,1.9,3536,55,38.4,28.5
26,,165,73,,76,,121,15680,9.9,High,7.7,1.9,1780,58,38.4,28.5
22,,152,66,,51,,165,19129,7.2,High,9.6,1.9,1982,58,38.4,28.5
59,,178,71,,77,,145,15529,9.66,Low,9.8,1.9,2328,73,38.4,28.5
36,,179,107,,72,,104,5836,0.69,High,8,1.9,2725,62,38.4,28.5
49,,172,98,,71,,173,14497,4.88,Medium,7,1.9,2568,88,38.4,28.5
48,,169,64,,16,,144,17234,13.47,High,9,1.9,1856,73,38.4,28.5
54,,177,55,,112,,179,15647,7.87,Medium,7,1.9,3998,69,38.4,28.5
44,,154,111,,71,,167,2003,11.41,High,7.4,1.9,1832,61,38.4,28.5
38,,171,93,,68,,130,9921,1.6,High,6.8,1.9,3440,85,38.4,28.5
53,,155,111,,116,,123,9763,9.58,Medium,6.9,1.9,3350,78,38.4,28.5
46,,198,84,,74,,165,19878,5.89,Low,4.4,1.9,1632,68,38.4,28.5
36,,179,56,,12,,150,2630,6.19,Low,4.7,1.9,2449,64,38.4,28.5
52,,165,81,,68,,112,1073,12.06,Medium,6.8,1.9,2489,86,38.4,28.5
29,,197,79,,101,,159,17800,3.74,Medium,5.3,1.9,3272,56,38.4,28.5
33,,158,60,,45,,177,6987,14.91,Medium,4.4,1.9,3001,86,38.4,28.5
50,,180,71,,90,,153,17155,1.5,High,9,1.9,1943,70,38.4,28.5
37,,199,102,,94,,166,14651,10.02,Medium,5.6,1.9,3846,50,38.4,28.5
41,,160,95,,27,,109,13084,2,Medium,6.2,1.9,3111,70,38.4,28.5
31,,190,108,,117,,151,12153,14.42,Low,4.4,1.9,2988,77,38.4,28.5
50,,160,105,,11,,151,2724,1.72,High,8.7,1.9,3977,71,38.4,28.5
30,,182,58,,88,,136,1503,9.79,Low,4.9,1.9,2380,85,38.4,28.5
51,,196,107,,16,,174,12930,13.55,Low,8.3,1.9,1716,87,38.4,28.5
52,,174,74,,24,,98,12461,8.72,Medium,9.8,1.9,3179,81,38.4,28.5
34,,182,70,,12,,108,15761,6.61,High,6.9,1.9,3273,66,38.4,28.5
50,,151,110,,84,,149,3318,6.8,Low,5.7,1.9,2836,71,38.4,28.5
25,,192,85,,50,,130,14073,14.57,Medium,7.7,1.9,1842,85,38.4,28.5
34,,171,104,,50,,138,9499,1.26,Medium,8.1,1.9,2300,65,38.4,28.5
53,,156,89,,96,,168,16591,0.92,Low,7.6,1.9,2711,62,38.4,28.5
55,,186,109,,52,,160,12026,1.59,High,4.1,1.9,2485,65,38.4,28.5
39,,189,115,,76,,94,1597,10.85,Low,4.3,1.9,2872,84,38.4,28.5
34,,162,80,,22,,84,19906,12.39,High,5.7,1.9,2901,73,38.4,28.5
57,,171,92,,32,,170,15969,13.77,Low,9.6,1.9,1804,79,38.4,28.5
34,,175,106,,35,,112,1864,7.06,Low,9.4,1.9,2225,63,38.4,28.5
45,,171,64,,88,,113,1001,12.81,High,5.3,1.9,1861,83,38.4,28.5
45,,193,109,,117,,108,5395,1.39,Medium,8.8,1.9,1616,51,38.4,28.5
51,,178,92,,70,,114,19650,5.16,High,9.1,1.9,2635,66,38.4,28.5
40,,158,67,,59,,153,13918,8.26,Medium,4.8,1.9,3307,69,38.4,28.5
53,,159,54,,71,,129,17552,9.2,Low,4.2,1.9,1817,60,38.4,28.5
38,,166,70,,50,,118,10843,3.89,High,6.6,1.9,1738,83,38.4,28.5
53,,151,105,,61,,89,19321,9.73,Low,5.4,1.9,3049,78,38.4,28.5
22,,164,59,,91,,143,18227,5.05,Low,6.5,1.9,3333,74,38.4,28.5
20,,156,93,,20,,139,19464,13.71,Medium,5.4,1.9,3586,54,38.4,28.5
34,,166,109,,66,,152,1599,8.09,High,9.8,1.9,1973,69,38.4,28.5
38,,155,119,,88,,175,14830,5.62,Medium,8.8,1.9,1615,61,38.4,28.5
56,,164,96,,23,,161,19072,10.39,High,8.6,1.9,3211,66,38.4,28.5
31,,184,99,,29,,127,6682,5.95,Medium,8.4,1.9,1890,68,38.4,28.5
26,,173,58,,41,,104,17607,11.29,Low,7.1,1.9,3049,73,38.4,28.5
48,,165,96,,28,,152,10592,11.82,High,7.4,1.9,3635,80,38.4,28.5
54,,187,101,,82,,86,19125,11.98,Medium,4.7,1.9,1928,85,38.4,28.5
40,,190,117,,58,,83,7997,3.81,Medium,9.9,1.9,3872,54,38.4,28.5
21,,181,66,,76,,140,7780,6.01,Medium,8.2,1.9,3990,52,38.4,28.5
57,,189,103,,107,,124,12340,2.26,High,5.3,1.9,1938,57,38.4,28.5
22,,163,52,,70,,174,4055,4.69,Low,8.1,1.9,2641,86,38.4,28.5
49,,195,91,,38,,120,9451,4.7,Low,7.7,1.9,3901,57,38.4,28.5
35,,189,103,,40,,119,9322,9.79,High,4.5,1.9,1724,67,38.4,28.5
38,,188,118,,85,,110,7438,4.32,Medium,6.2,1.9,2420,59,38.4,28.5
38,,185,95,,72,,139,14425,8.24,Medium,4.6,1.9,2046,77,38.4,28.5
57,,198,101,,115,,149,16191,13.68,High,6.9,1.9,3827,76,38.4,28.5
37,,170,75,,109,,157,18830,5.04,Low,5.7,1.9,3441,86,38.4,28.5
47,,193,87,,51,,177,5021,13.41,Low,8.2,1.9,3622,81,38.4,28.5
20,,172,63,,21,,146,1232,7.84,High,7.8,1.9,2777,71,38.4,28.5
33,,169,74,,101,,95,16825,1.77,High,4.7,1.9,3859,86,38.4,28.5
55,,176,105,,23,,91,18499,13.32,Low,7.7,1.9,2516,64,38.4,28.5
48,,173,99,,22,,140,15178,9.4,High,8.1,1.9,2545,69,38.4,28.5
29,,179,77,,59,,86,14689,14.16,Low,8,1.9,3623,86,38.4,28.5
40,,194,95,,83,,155,9020,1.09,High,8.6,1.9,2114,83,38.4,28.5
34,,173,55,,107,,170,16864,10.81,High,6.8,1.9,3045,63,38.4,28.5
28,,171,114,,48,,134,19578,9.92,Low,5.6,1.9,1570,87,38.4,28.5
21,,179,87,,66,,149,3972,11.7,High,8.6,1.9,1782,53,38.4,28.5
35,,189,96,,113,,154,6043,14.65,Medium,5,1.9,3875,57,38.4,28.5
52,,152,97,,50,,128,5865,4.14,Medium,8.6,1.9,1978,56,38.4,28.5
56,,162,97,,41,,141,5475,9.08,Low,4,1.9,3117,79,38.4,28.5
55,,183,118,,46,,108,19986,5.64,Low,7.3,1.9,3143,69,38.4,28.5
51,,183,86,,48,,143,1006,2.87,Low,8.4,1.9,2079,50,38.4,28.5
23,,181,98,,86,,129,2568,1.18,High,5,1.9,1565,84,38.4,28.5
21,,152,78,,85,,136,8942,14.81,High,6.7,1.9,1952,74,38.4,28.5
54,,195,57,,57,,161,6872,10.16,High,10,1.9,1712,56,38.4,28.5
30,,171,109,,38,,86,12709,9.78,Low,7.5,1.9,3293,53,38.4,28.5
28,,178,70,,20,,108,16920,10.54,Low,5.6,1.9,2956,58,38.4,28.5
33,,189,65,,115,,117,18340,9.91,Low,5.9,1.9,3870,77,38.4,28.5
49,,158,105,,15,,125,5487,3.96,Medium,9.1,1.9,3252,82,38.4,28.5
57,,162,73,,11,,110,1047,12.14,High,7.5,1.9,1769,55,38.4,28.5
46,,165,75,,10,,82,9585,2.89,Low,5.4,1.9,3819,83,38.4,28.5
45,,162,54,,109,,104,10376,1.81,Low,8.6,1.9,3488,72,38.4,28.5
37,,169,64,,59,,152,13999,13.51,High,6.7,1.9,3306,69,38.4,28.5
57,,199,110,,20,,154,6848,12.25,High,7.6,1.9,3119,81,38.4,28.5
57,,167,59,,33,,155,14703,10.03,High,6.6,1.9,2607,54,38.4,28.5
59,,165,56,,11,,120,2294,3.14,Low,9.8,1.9,2457,54,38.4,28.5
33,,160,86,,45,,124,13399,5.28,Medium,4,1.9,2159,82,38.4,28.5
35,,198,74,,104,,131,14223,8.81,Low,4.7,1.9,2328,82,38.4,28.5
49,,152,63,,79,,117,17680,3.79,High,9.6,1.9,1675,65,38.4,28.5
30,,175,103,,16,,85,16718,0.6,High,6.1,1.9,2491,86,38.4,28.5
42,,195,50,,14,,177,19421,10.56,Low,5.3,1.9,2701,51,38.4,28.5
49,,159,96,,16,,113,18999,9.93,High,7.1,1.9,1880,80,38.4,28.5
42,,182,109,,46,,171,7273,10.44,Low,6.2,1.9,1594,64,38.4,28.5
36,,171,65,,47,,115,19575,11.35,Medium,4.8,1.9,2863,62,38.4,28.5
37,,170,90,,114,,138,10215,3.35,Low,4.2,1.9,3602,81,38.4,28.5
38,,180,85,,68,,82,7575,0.93,Low,7.7,1.9,2069,85,38.4,28.5
23,,164,74,,109,,149,9414,4.94,High,6.6,1.9,2690,86,38.4,28.5
35,,156,50,,14,,138,15971,10.57,Medium,8.3,1.9,2645,81,38.4,28.5
27,,165,117,,94,,104,11745,7.82,Medium,4,1.9,2469,57,38.4,28.5
23,,164,68,,79,,139,14921,3.63,High,8.2,1.9,1937,61,38.4,28.5
51,,153,58,,67,,133,19571,3.18,High,5.4,1.9,3047,73,38.4,28.5
39,,171,100,,114,,125,14081,5.85,Medium,9.1,1.9,2887,78,38.4,28.5
33,,167,73,,40,,86,7359,8.49,High,6.6,1.9,3748,57,38.4,28.5
57,,179,90,,12,,158,15362,9.2,Low,5.3,1.9,3376,70,38.4,28.5
25,,165,87,,23,,169,17600,13.23,High,4.4,1.9,3942,69,38.4,28.5
41,,153,92,,117,,153,12521,9.15,Low,6.7,1.9,1954,72,38.4,28.5
27,,152,80,,54,,166,17331,5.1,Medium,8.7,1.9,2150,57,38.4,28.5
40,,154,73,,55,,175,5033,13.25,High,4.4,1.9,3852,69,38.4,28.5
42,,156,53,,48,,137,9379,12.66,Medium,6.2,1.9,2866,68,38.4,28.5
42,,160,89,,85,,98,11133,10.92,Medium,4.6,1.9,2396,52,38.4,28.5
30,,196,80,,40,,171,7041,7.12,Low,4.3,1.9,1840,62,38.4,28.5
54,,153,94,,37,,153,13294,2.45,Low,6.9,1.9,2922,85,38.4,28.5
28,,198,109,,14,,150,9328,1.1,Low,6,1.9,3953,64,38.4,28.5
43,,178,65,,15,,103,17250,8.91,Low,5.9,1.9,3830,69,38.4,28.5
27,,172,53,,111,,131,15396,5.01,High,7.6,1.9,3652,78,38.4,28.5
52,,174,51,,82,,136,19721,4,Low,7.1,1.9,2598,84,38.4,28.5
46,,199,50,,119,,112,19883,2.56,Low,8.1,1.9,3283,57,38.4,28.5
54,,167,69,,106,,80,17107,7.75,Low,4,1.9,1876,69,38.4,28.5
45,,157,116,,16,,167,8609,3.21,Medium,9.2,1.9,2489,61,38.4,28.5
40,,193,82,,22,,172,6285,8.87,Medium,4.9,1.9,2854,53,38.4,28.5
24,,168,109,,91,,140,15108,2.51,Medium,7.3,1.9,2750,72,38.4,28.5
55,,193,68,,41,,81,9463,12.56,Medium,9.3,1.9,3958,66,38.4,28.5
25,,182,96,,114,,134,17309,4.53,High,5.7,1.9,3176,84,38.4,28.5
48,,196,85,,13,,174,14384,5.63,Medium,9.4,1.9,3513,57,38.4,28.5
52,,159,94,,30,,117,13344,7.51,Medium,7.4,1.9,2419,56,38.4,28.5
24,,190,107,,57,,163,6969,1.68,High,5.7,1.9,2973,80,38.4,28.5
39,,175,62,,27,,133,12100,4.26,Medium,5.7,1.9,2569,53,38.4,28.5
23,,167,63,,14,,120,2191,3.47,High,6.4,1.9,3730,84,38.4,28.5
30,,171,117,,58,,173,15722,5.82,Low,5.9,1.9,3187,79,38.4,28.5
46,,194,68,,33,,145,2985,14.94,Medium,7.9,1.9,3462,69,38.4,28.5
27,,175,92,,23,,173,13299,8.2,Medium,8.7,1.9,3122,71,38.4,28.5
21,,190,54,,102,,112,3850,12.57,High,6.9,1.9,3528,79,38.4,28.5
59,,159,61,,49,,89,19796,14.32,High,4.7,1.9,2856,78,38.4,28.5
50,,168,67,,66,,81,8261,10.95,Low,4.4,1.9,2427,81,38.4,28.5
40,,155,65,,80,,155,2529,5.42,Medium,9.8,1.9,1905,89,38.4,28.5
20,,190,117,,67,,131,10661,11.33,High,4.6,1.9,3753,52,38.4,28.5
18,,152,87,,17,,154,7808,11.86,High,9.1,1.9,1990,82,38.4,28.5
